recall@10,tm_X3b_en_body_value,tm_X3b_en_field_ref_desc,tm_X3b_en_field_ref_titre,tm_X3b_en_mots_cles,tm_X3b_en_title,tm_X3b_en_corps_value,tm_X3b_en_paragraphs_text,tm_X3b_en_name,tm_X3b_en_mission_value,tm_X3b_en_text_content,tm_X3b_en_full_meta_tag
0.8094,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8195,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.0000
0.8012,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,3.8197
0.7869,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,6.1803
0.8094,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,2.3607
0.8176,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.4590
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,0.9017
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.5066
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.2041
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.3616
0.8176,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.4218
0.8176,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.4404
0.8176,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.4333
0.8176,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.4289
0.8176,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.4262
0.8176,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.4245
0.8176,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.4235
0.8176,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.4228
0.8176,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.4224
